Year,Population_Million,Inflation_Rate,Unemployment_Rate,Exports_USD_Billion,Imports_USD_Billion,FDI_USD_Billion,Industrial_Growth_Rate,Services_Growth_Rate,Agriculture_Growth_Rate,Government_Expenditure_PctGDP,Fiscal_Deficit_PctGDP,Interest_Rate,Exchange_Rate_INR_USD,Energy_Consumption_TWh,GDP_Growth_Rate
2003,1500,3.44,6.67,372.16,542.48,38.85,6.58,5.52,2.9,14.03,-6.21,6.66,77.29,1316.54,3.05
2003,1144.23,6.4,9.13,331.66,599.69,5.67,6.86,7.98,0.7,11.65,-7.99,7.63,64.25,652.62,1.66
2003,1500,6.95,6.94,203.76,350.14,31.82,5.82,5.92,1.7,14.56,-3.8,6.1,63.13,1083.45,0.96
2003,1284.66,2.29,3.48,237.5,355.98,38.08,2.2,7.68,6.04,14.81,-5.95,7.88,65.92,1394.61,2.98
2003,1132.34,5.09,6.08,285.3,554.61,82.9,7.05,7.13,4.16,15.57,-4.3,6.15,76.41,971.84,2.6
2003,1000,4.34,4.47,239.41,432.97,51.7,2.65,5.08,4.88,12.52,-3.81,3.66,81.92,1181.64,1.86
2003,1236.62,6.74,8.77,336.01,459.32,35.51,10.45,6.1,4.83,15.86,-5.94,7.13,58.13,1120.27,2
2003,1121.22,9.09,2,416.96,637.04,36.97,2.55,8.21,1.6,15.84,-8.14,8.83,71.99,743.48,1.8
2003,1000,7.83,7.77,428.85,459.11,12.87,9.14,9.23,2.32,19.09,-5.72,8.02,79.47,1231.48,2.37
2003,1345.2,3.19,4.48,364.51,412.94,63.63,7.86,7.25,5.99,14.39,-3.49,6.01,60.9,992.4,3.53
2003,1186.94,7.28,6.46,439.49,505.69,5.12,4.23,2.5,6.46,17.6,-4.25,3.93,70.83,1241,2.31
2003,1489.91,1.63,4.85,281.38,460.35,28.21,8.08,6.84,2.72,15.65,-7.1,2.72,70.41,935.46,2.85
2003,1000,6.78,10.01,312.75,562.45,16.72,8.18,6.99,0.06,19.22,-4.13,8.1,72.1,1482.64,2.14
2003,1439.75,5.97,7.38,196.7,456.58,59.28,8.24,7.31,4.92,16.39,-7.19,6.57,73.09,1519.26,2.51
2003,1188.79,3.14,7.59,343.84,559.38,47.65,5.64,5.52,3.41,9.3,-4.92,4.95,63.3,942.37,2.71
2003,1337.54,7.2,8.93,358.25,647.64,24.63,4.12,6.64,3.27,14.46,-7.61,8.46,78.1,1226.91,1.76
2003,1500,6.45,6.2,510.19,584,47.88,8.57,7.41,3.79,18.01,-5.29,6.33,73.85,1485.3,4.62
2003,1137.63,6.6,7.07,355.43,469.02,69.09,4.15,5.74,3.52,19.34,-4.83,7.39,61.6,1354.81,2.39
2003,1099.99,6.8,7.5,412.08,261.87,78.62,4.52,7.96,5.71,12.81,-6.68,5.85,68.89,1443.32,2.77
2003,1253.66,6.24,5.87,179.15,499.42,38.08,4.55,5.5,0.61,17.2,-3.88,4.77,71.39,1443.27,1.35
2003,1484,5.59,6.92,239.49,278.86,54.51,5.91,6.89,0.77,9.75,-7.01,7.95,66.07,1647.75,2.95
2003,1272.01,7.31,4.33,429.64,527.94,55.47,7.54,5.41,3.8,16.32,-8.45,5.33,62.71,945.55,3.04
2003,1176,5.35,5.88,316.22,494.43,5,4.23,7.63,5.91,14.8,-3.34,6.32,76,1685.14,1.56
2003,1136.5,4.81,11.93,469.77,229.1,42.78,7.71,8.56,4.16,14.01,-3.77,7.59,74,927.99,3.94
2003,1142.48,8.19,10.67,573.1,533.76,36.88,5.44,6.92,3.35,16.22,-7.26,2.93,68.89,1199.84,2.19
2003,1261.56,7.79,5.51,438.15,314.82,39.39,6.02,8.5,4.03,15.19,-6.97,5.61,81.77,1209.77,2.28
2003,1155.81,6.47,6.14,229.41,80,56.84,8.41,8.5,1.16,15.67,-5.26,5.54,81.22,1263.15,2
2003,1202.18,7.45,7.03,331.66,458.83,46.75,7.81,5.53,5.17,12.57,-5.47,5.98,72.78,1245.19,3.76
2003,1236.12,5.89,3.47,480.69,504.67,64.05,7.13,5.76,1.12,16.25,-6.41,6.94,73.35,1621.43,3.86
2003,1225.69,6.53,3.57,448.17,436.02,24.14,3.35,9.21,4.43,13.27,-5.69,7.22,73.8,1403.04,2.78
2003,1186.68,6,9.67,559.47,603.2,72.89,4.78,5.17,4.75,18.36,-6.57,6.86,64.12,1105.35,2.64
2003,1344.89,3.73,2.13,412.45,306.19,26.21,6.35,6.59,5.93,5.89,-7.09,5.95,64.55,1119.88,4.2
2003,1269.15,4.99,8.19,293.22,415.5,58.3,3.68,5.41,3.57,13.91,-4.99,5.25,59.85,1099.66,2.22
2003,1141.05,7.42,6.14,124.55,332.63,54.13,7.82,6.84,4.12,15.91,-5.64,4.96,66.86,1326.88,2.84
2003,1458.43,6.46,8.26,356.26,507.63,17.92,2.73,7.9,1.03,16.31,-5.18,6.72,62.38,1383.31,2.66
2003,1277.03,7.34,7.56,218,401.74,13.09,6.98,5.95,-1.21,9.66,-6.13,7.04,58.23,1112.4,1.64
2003,1233.74,7.79,2.86,351.08,497.06,54.94,6.52,8.85,1.94,19.89,-4.27,11.04,82.35,1123.02,3.31
2003,1342.68,8.76,6.18,548.65,578.61,36.45,5.75,8.71,1.78,12.6,-6.79,6.64,71.15,1190.07,3.05
2003,1195.62,8.28,7.81,273.47,269.65,50.07,4.55,5.51,5.14,12.57,-2.08,5.9,70.97,1163.44,1.73
2003,1355.99,8.29,7.76,372.45,584.8,37.63,3.51,9.08,4.88,17.88,-5.63,4.17,63.34,690.25,2.3
2003,1409.31,4.98,8.84,256.77,445.71,5,4.37,9.34,4.37,9.38,-4.06,6.02,85.85,1314.12,1.28
2003,1000,4.47,9.93,191.38,375.17,44.36,2.52,10.35,2.53,12.2,-5.43,5.01,71.93,1073.57,3.02
2003,1240.67,5.75,11.77,184.3,186.57,75.51,4.07,6.71,6.37,11.28,-5.4,4.26,69.07,730.16,1.99
2003,1304.18,6.44,5.71,303.98,654.08,57.61,6.19,4.25,4.14,17.72,-5.73,3.64,53.81,1075.92,2.7
2003,1466.91,2.49,7.03,433.23,472.59,25.4,10.36,7.13,1.22,16.84,-3.69,8.52,57.94,1509.87,3.4
2003,1208.88,2.35,10.47,342.59,592.5,30.86,6.59,5.33,1.24,14.84,-4.85,5.92,63.96,1341.35,2.43
2003,1366.75,6.17,9.98,345.63,416.32,47.65,5.46,2.81,2.19,17.76,-5.61,8.36,77,1479.77,2.11
2003,1285.59,8.93,7.33,325.94,307.26,30.3,6.35,5.88,4.21,10.07,-7.39,4.98,71.88,1350.79,1.88
2003,1412.88,6.64,5.66,486.62,417.45,24.52,3.46,7.53,4.75,13.26,-5.94,6.98,71.33,1166.33,2.59
2003,1308.05,7.97,5.45,486.52,329.5,24.73,3.86,5.23,1.79,19.15,-6.46,5.24,67.61,1111.52,2.78
2003,1375.1,7.36,8.97,229.58,475.86,9.82,4.93,4.18,4.51,20.59,-5.63,3.28,78.93,1580.77,0.33
2003,1212.96,6.37,7.49,334.93,215.8,51.1,6.5,5.77,4.92,18.57,-5.17,5.26,75.61,1203.78,3.21
2003,1328.23,1.09,4.94,166.55,669.89,35.85,6,5.29,2.44,15.85,-3.67,7.68,64.06,1515.12,1.7
2003,1113.63,4.56,5.4,577.18,416.5,29.96,5.43,8.03,3.11,15.31,-4.49,5.04,62.89,1568.3,2.61
2003,1395.98,6.49,4.73,260.43,680.81,28.35,6.55,2.22,4.08,13.67,-3.6,7.85,64.46,877.36,2.72
2003,1276.8,2.13,6.85,393.36,161,44.3,5.71,8.04,4.04,16.21,-6.56,5.92,67.53,1368.45,3.11
2003,1360.37,3.91,6.04,309.16,518.98,23.09,7.06,9.62,6.17,18.99,-7.01,6.89,67.38,1366.42,3.07
2003,1069.21,6.66,8.77,436.29,512.58,53.66,6.84,5.22,5.95,12.53,-6.43,7.51,70.17,1337.71,2.76
2003,1154.44,8.07,6.23,388.54,430.77,38.5,6.19,8.48,6.7,16.68,-3.7,3.38,83.04,1095.22,2.97
2003,1442.06,9.04,7.78,240.45,358.62,55.19,7.41,8.08,6.02,10.36,-4.44,6.02,66,1209.87,2.29
2003,1151.21,7.49,2.59,388.78,330.53,55.36,2.84,5.66,4.48,13.22,-7.36,5.25,86.04,969.27,3.62
2003,1213.09,2.16,4.95,269.04,373.39,37.15,6.02,7.22,4.84,20.13,-3.26,7.23,74.28,500,3.28
2003,1252.35,5.94,9.1,353.29,391.86,61.92,6.46,8.58,4.97,11.29,-6.06,7.53,72.19,1102.97,3.58
2003,1150.9,6.54,8.86,356.24,312.26,39.05,7.15,4.5,1.37,11.9,-5.13,5.88,82.76,1406.9,1.59
2003,1455.1,8.04,7.34,376.53,228.93,52.45,4.69,6.44,5.61,14.68,-4.55,4.54,61.13,757.96,2.86
2003,1071.52,6.54,5.23,460.01,508.31,51.12,3.91,7.65,1.38,15.8,-6.61,3.76,72.43,1232.48,3.26
2003,1242.65,6.46,3.34,195.77,642.38,57.01,8.3,8.7,5.65,12.45,-5.65,8.1,70.44,1599.81,2.9
2003,1362.7,6.88,7.75,145.79,352.6,60.19,5.61,7.77,3.39,11.23,-4.75,8.09,77.23,992.04,2.4
2003,1354.45,1.03,6.98,146.12,356.51,66.46,4.97,4.48,4.84,17.38,-4.1,3.58,74.49,1082.44,2.93
2003,1316.76,7.81,5.76,379.07,457.41,52.07,6.88,5.63,2.72,13.29,-8.35,5.56,79.7,1826.71,3.14
2003,1477.63,4.67,6.67,339.24,332.63,41.77,6.57,5.05,5.24,16,-5.51,2.51,66.19,1148.93,2.88
2003,1239.18,9.33,6.27,388.09,369.96,53.37,8.38,7.44,-0.1,16.29,-4.82,4.85,64.04,1475.24,3.93
2003,1266.98,8.14,5,568.38,636.41,93.75,6.26,5.5,1.99,18.12,-3.58,7.9,67.38,1334.96,3.75
2003,1340.54,4.86,2,387.06,320.87,31.61,8.09,8.92,6.07,11.54,-4.96,6.21,74.3,1245.08,4.62
2003,1229.1,6.82,8.84,508.24,409.97,62.11,4.08,9,5.36,15.59,-4.32,3.69,65.82,1495.64,3.48
2003,1240.28,8.51,4.17,458.3,429.31,40.03,4.59,3.24,3.89,11.62,-6.5,6.28,65.03,882.3,3.07
2003,1378.7,5.16,7.47,352.95,243.61,51.68,5.55,4.3,4.02,12.36,-7.06,6.94,67.85,1518.27,2.24
2003,1334.47,6.29,5.97,380.67,373.18,57.92,4.44,9.4,4.55,13.33,-8.35,7.61,68.65,1019.21,3.09
2003,1309.46,5.5,6.53,458.81,611.64,52.13,6.32,6.97,6.18,12.48,-7.76,5.67,69.16,1365.74,4.05
2003,1283.47,4.52,11.54,382,651.97,55.56,6.98,5.5,3.48,19.02,-3.71,7.31,74.59,1356.74,1.88
2003,1154.71,3.59,5.97,154.62,303.55,35.94,7.01,5.27,2.05,13.14,-7.06,7.31,68.98,1313.19,1.49
2003,1408.94,3.36,7.97,398.46,162.89,48.32,8.22,7.82,5.46,11.66,-3.2,8.21,73.27,1385.91,4.05
2003,1424.01,3.77,10.37,427.79,375.8,72.78,9.07,7.15,6.65,10.13,-5.72,3.53,74.06,1257.94,3.62
2003,1096.61,4.82,6.37,402.26,392,25.18,5.76,6.69,7.33,15.4,-7.02,5.55,77.91,914.89,3.65
2003,1216.89,6.67,2.03,403.79,310.71,38.45,3.35,6.57,1.86,11.61,-4.04,6.54,71.53,802.27,2.33
2003,1000,8.11,10.71,410.58,272.15,17.67,3.44,7.14,4.7,12.59,-6.62,7.82,56.88,1463.33,2.13
2003,1187.92,6.73,7.65,397.81,465.39,60.48,6.21,7.96,1.55,16.49,-5.75,6.57,67.87,958.58,2.43
2003,1343.88,6.22,9.6,471.37,538.43,37.18,4.02,4.88,3.37,15.13,-7.19,4.41,75.38,872.43,2.13
2003,1391.79,9.28,5.4,457.53,212.1,27.17,3.15,4.96,5.16,16.77,-4.73,6.1,69.88,1459.46,1.88
2003,1103.69,6.24,5.67,404.64,291.14,48.34,6.98,5.26,3.62,19.25,-5.24,5.56,62.61,1154.24,2.97
2003,1227.68,5.85,2.78,436.71,427.79,25.71,4.88,7.3,7.51,15.2,-6.38,5.39,75.31,1514.83,4.14
2003,1071.26,3.38,5.46,422.95,374.39,78.15,3.58,10.38,0.78,10.42,-7.56,5.65,81.28,850.85,2.48
2003,1222.01,8.6,6.46,217.85,439.77,34.74,6.65,4.73,8.33,14.48,-5.79,3.32,71.57,1167.98,2.01
2003,1263.9,3.9,7.73,282.22,87.64,49.5,7.42,6.22,5.57,14.34,-7.39,6.16,69.12,1282.18,1.85
2003,1313.9,6.51,5.99,360.8,422.76,23.31,8.15,4.02,4.85,6.36,-7.67,4.45,72.35,1438.11,3.05
2003,1112.7,5.99,5.67,164.18,593.6,58,5.7,9.14,4.19,18.89,-5.74,5.12,73.21,1024.96,2.03
2003,1427.09,3.14,3.37,490.44,368.62,49.6,4.09,6.37,0.84,17.67,-4.26,9.77,73.72,933.12,3.57
2003,1064.47,2.46,7.6,464.91,372.02,47.67,7.85,7.57,4.4,12.93,-5.92,7.12,64.47,1504.43,4.57
2003,1300.18,6.98,7.87,164.74,303.78,10.32,4.64,5.97,7.43,10.53,-4.99,5.22,75.08,852.51,1.3
2003,1081.82,6.86,6.8,381.55,510.86,91.02,7.59,7.87,4.36,13.59,-6.65,4.41,51.14,1375.3,2.71
2003,1332.61,3.09,6.6,50,307.26,60.2,4.48,4.17,4.6,18.28,-8.64,6.75,55.62,984.49,0.88
2003,1273.25,6.94,4.55,434.73,345.52,37.58,4.97,5.93,4.33,10.12,-6.93,5.71,69.38,1353.06,3.09
2003,1304.25,7.4,8.19,366.48,616.97,69.35,6.93,9.52,3.45,13.81,-4.81,7.41,73.19,1330.37,2.97
2003,1286.6,5.14,7.48,408.82,446.95,32.33,6.48,6.41,1.17,18.61,-3.28,5.17,59.21,1215.25,3.24
2003,1189.78,6.97,7.36,492.06,421.59,5,7.37,6.72,6.16,13.4,-7.34,7.89,86.43,1724,3.06
2003,1388.47,6.86,7.92,188.53,151.36,20.67,4.38,10.6,4.35,13.53,-4.18,3.94,72.43,1162.73,1.77
2003,1171.56,6.57,6.23,386.84,575.08,47.9,3.35,9.47,3.88,13.63,-7.12,4.6,76.99,1616.94,2.83
2003,1285.42,2.77,8.8,253.93,312.75,22.39,1.87,4.03,6.25,16.08,-4.77,7.24,73.61,1638.36,1.86
2003,1255.38,7.63,10.84,521.34,547.44,52.74,5.89,3.21,1.96,14.32,-5.85,6.06,59.62,1119.54,1.97
2003,1140.39,3.35,5.41,152.54,413.58,51.54,6.25,9.08,1.39,13.59,-7.33,5.52,60.6,885.23,2.74
2003,1481.34,4.26,9.42,431.95,592.51,27.42,4.59,4.44,1.06,13.34,-4.8,5.33,75.34,1259.12,2.63
2003,1243.06,3.92,7.6,677.13,571.08,24.86,4.18,8.22,3.68,14,-6.23,7.03,59.7,1449.64,3.48
2003,1398.19,6.36,7.18,307.39,469.67,48.06,1.58,9.1,5.26,19.46,-5.3,5.49,73.85,1555.56,1.86
2003,1174.78,3.38,7.24,261.16,552.59,14.52,3.68,5.56,2.84,17.65,-4.4,7.46,69.65,1074.94,2.15
2003,1156.51,4.27,7.82,304.29,631.94,63.07,7.56,8.01,6.84,15.39,-5.77,7.84,59.42,1137.08,3.81
2003,1282.47,5.49,5.01,380.68,312.58,52.21,4.37,4.61,4.39,19.68,-4.62,6.77,75.38,1560.73,3.62
2003,1420.47,5.03,8.06,300.77,251.91,68.51,4.57,6.1,4,15.52,-5.34,7.86,75.2,1207.64,2.43
2003,1245.57,6.85,9.42,284.26,565.36,74.85,4.85,6.71,6.2,17.29,-4.64,5.86,84.6,898.28,3.28
2003,1205.47,7.38,4.31,410.03,535.78,48.26,4.46,6.62,4.51,9.45,-4.08,7.66,72.67,826.94,3.94
2003,1344.68,3.74,6.8,335.41,446.88,54.26,8.67,8.53,1.64,12.88,-5.49,4.88,55.26,1173.6,4.28
2003,1158.46,5.82,7.33,283.39,347.03,59.5,6.62,4.8,1.71,15.61,-5.26,5.74,66.63,1513.93,1.46
2003,1231.97,3.5,4.61,515.27,393.62,34.1,4.39,11.05,2.88,12.34,-6.58,8.28,63.37,1535.21,2.64
2003,1373.25,3.97,6.95,191.24,435.9,5,8.84,5.95,6.24,20.52,-4.7,2,71.43,1011.42,1.11
2003,1343.92,7.28,8.38,402.53,356.33,70.23,5.12,5.95,3.39,13.23,-6.42,4.61,59.84,1235.7,2.56
2003,1029.3,1.79,7.59,249.22,252.73,5,4.37,5.83,3.82,18.99,-4.28,3.99,74.69,856.19,3.54
2003,1252.47,5.76,5.35,432.53,449.91,52.68,8.8,5.92,5.15,11.66,-4.72,7.78,68.55,1190.51,3.94
2003,1085.44,5,7.7,375.14,686.49,5,5.39,6.23,3.31,15.2,-4.41,3.45,75.52,1262.31,2.86
2003,1449.32,2.09,5.1,322.47,327.13,36.72,5.42,5.87,0.2,14.71,-4.37,5.18,76.72,1274.92,3.05
2003,1256.32,9.29,7.94,502.01,427.31,41.15,4.42,3.18,1.13,15.18,-4.75,3.93,80.33,975.19,2.56
2003,1168.12,6.8,3.87,113.3,523.82,42.51,2.97,5.11,3.73,12.58,-5.58,7.16,64.4,1363.34,1.83
2003,1064.99,5.84,7.03,348.67,226.94,21.42,7.6,4.57,3.82,17.55,-6.68,4.97,78.58,777.51,3.75
2003,1464.41,1.35,7.73,469.3,341.05,66.95,4.19,4.94,5.74,16.88,-5.64,7.24,68.07,1390.59,3.52
2003,1403.49,6.75,7.19,172.53,144.54,22.24,1.26,11.86,2.01,15.96,-6.43,5.2,80.3,1179.95,1.46
2003,1386.71,5.44,8.12,499.92,185.75,94.34,3.3,6.03,3.59,17.29,-7.71,5.17,67.17,1630.48,3.47
2003,1163.58,7.06,7.38,506.53,670.35,57.32,8.58,6.5,1.45,16.65,-6.68,4.05,67.3,676.91,4.52
2003,1216.04,4.31,9.75,365.85,508.51,30.36,7.54,8.32,5.43,17.68,-8.59,4.82,69.79,918.63,2.01
2003,1113.06,3.38,3.12,496.26,336.04,60.27,4.76,5.97,0.37,10.77,-3.94,9.25,71.28,1210.34,3.83
2003,1365.42,1.72,3.57,515.27,202.64,67.72,5.14,6.97,1.15,11.67,-4.84,5.32,76.53,1138.87,5.44
2003,1241.81,4.84,9.46,183.69,273.98,37.8,3.07,13.92,8.12,16.61,-4.89,7.05,75.69,598.9,2.16
2003,1269.74,7.51,3.95,362.21,273.48,57.28,3.04,5.84,5.3,18.66,-5.66,8.69,60.41,980.91,1.57
2003,1442.07,5.39,6.51,393,449.62,36.67,5.31,0.73,3.41,19.42,-2.91,7.8,58.75,1004.57,2.1
2003,1358.2,6.56,5.7,552.16,343.16,50.24,4.71,5.92,4.74,11.39,-3.04,5.08,69.27,1228.16,3.48
2003,1347.3,5.01,5.78,307.21,532.62,41.22,4.19,7,3.8,10.99,-3.21,7.11,80.96,1059.76,2.59
2003,1286.98,7.58,5.48,322.45,605.19,43.23,4.07,6.39,4.37,19.46,-5.96,3.85,80.98,1454.21,2.32
2003,1255.5,7.45,6.93,445.14,155.27,18.54,5.05,6.84,-0.05,15.34,-4.54,4.52,74.2,1298.29,1.94
2003,1417.05,4.32,7.71,445.96,390.33,36.88,7.45,10.93,5.57,18.05,-6.28,3.53,67.08,1275.63,3.52
2003,1334.21,3.74,4.89,349.22,326.51,31.01,4.2,8.63,5.81,13.73,-4.48,6.65,70.03,1309.95,3.75
2003,1295.39,5.21,8.7,383.77,607.17,48.57,6.25,8.3,3.37,20.55,-5.42,6.28,55.55,1161.23,1.78
2003,1446.15,6.48,5.82,256.19,259.45,28.74,5.91,6.04,1.73,17.12,-5.08,6.06,70.56,951.71,1.05
2003,1234.43,5.09,6.13,609.97,155.15,34.59,8.49,8.35,2.32,12.61,-5.95,2,54.51,1285.66,3.59
2003,1391.93,3.96,7.82,471.76,316.08,73.79,4.22,3.92,1.79,14.02,-5.62,5.3,66.39,1111.28,2.92
2003,1400.08,3.21,8.14,477.42,495.3,60.63,7.88,10.18,4.77,15.26,-5.43,7.04,77.2,1434.59,4.21
2003,1106.49,9.08,7.45,238.06,518.88,29.33,7.73,11.39,5.53,17.65,-5.34,6.99,61.84,1238.41,2.67
2003,1500,5.85,9.53,421.34,526.82,50.25,6.05,11.49,1.5,14.81,-4.56,5.72,76.22,856.97,2.59
2003,1270.94,4.6,7.51,329.55,470.89,79.63,6.98,8.24,5.53,19.05,-3.57,7.19,68.72,1254.13,3.49
2003,1133.19,6.05,4.95,349.96,601.14,76.43,8.71,6.53,3.73,16.57,-1.78,3,66.68,1330.13,3.69
2003,1170.1,8.38,8.73,175.96,427.04,15.43,10.28,5.77,2.48,9.17,-7.32,6.47,60.16,1013.06,2.31
2003,1308.14,8.13,5.42,440.8,545.77,43.55,4.8,6.43,5.97,11.79,-5.14,6.85,79.9,1583.14,3.19
2003,1402.93,6.02,10.18,458.37,350.47,59.65,1.83,4.87,1.69,14.01,-7.65,3.68,67.91,1230.97,1.94
2003,1314.49,7.4,4.56,55.14,744.63,70.01,8.06,6.31,2.91,17.3,-5.45,6.29,69.09,1061.76,3.74
2003,1393.69,8.23,6,239.5,447.31,52.79,6.79,7.39,1.57,11.01,-4.29,6.97,77.03,985.96,2.54
2003,1377.02,5.67,10.96,498.94,466.03,59.96,9.12,7.07,4.86,15.58,-5.68,5.26,63.66,837.69,2.36
2003,1129.07,5.89,4.26,253.73,489.19,39.86,4.13,3.44,1.63,12.85,-7.36,5.41,53.56,1152.47,1.08
2003,1193.06,5.4,5.27,465.21,332.21,32.87,5.25,4.35,4.42,14.66,-5.14,4.57,63.23,1157.6,0.93
2003,1199.28,2.47,3.94,415.35,497.75,67.58,6.38,7.81,-0.5,16.27,-4.57,3.39,79.92,982.33,3.62
2003,1051.21,3.43,8.08,379.95,407.92,45.1,6.82,8.33,2.89,16.41,-5.42,5.35,52.79,1236.43,3.27
2003,1097.57,6.15,3.76,487.58,452.56,31.04,4.11,8.22,5.69,18.74,-5.77,5.38,76.49,1180.89,4.27
2003,1343.26,4.58,7.73,346.33,383.18,57.37,7.42,4.75,3.26,14.24,-4.18,4.99,65.18,989.99,2.99
2003,1311.99,8.31,10.03,183.87,246.67,37.18,10.18,7.7,4.83,13.55,-3.75,7.88,70.58,1027.93,2.41
2003,1061.77,5.1,11.44,154.6,495.72,57.74,4.35,6.84,1.72,9.47,-5.35,6.09,73.48,1016.31,1.81
2003,1312.31,4.57,6.24,357.22,187.4,67.92,3.32,5.01,4.47,10.53,-5.54,4.71,67.72,728.1,2.96
2003,1207.3,3.36,7.54,117.59,320.04,53.5,4.83,6.52,4.03,11.28,-3.86,6.36,74.1,1610.25,3.01
2003,1190.17,5.96,5.73,516.59,715.77,42.71,5.64,5.94,5.94,11.19,-6.11,6.92,77.46,1540.12,2.76
2003,1310.7,5.74,5.59,359.92,701.53,48.09,6.66,6.31,6.22,15.09,-4.99,6.55,69.74,1099.53,3.67
2003,1294.66,5.44,6.8,308.46,405.47,44.55,3.9,6.61,2.04,11.28,-7.61,8.01,63.11,1256.17,1.51
2003,1323.39,4.97,6.2,591.86,533.59,41.73,5.19,9.97,4.01,16.81,-4.49,6.17,74.76,1222.25,4
2003,1136.43,6.02,8.01,480.37,425.61,38.65,7.45,6.73,2.05,12.01,-6.13,4.68,63.42,1295.96,4.17
2003,1286.99,4.71,5.4,247.95,616.63,38.7,7.32,8.44,-0.4,14.96,-8.14,6.51,61.46,1003.18,3.68
2003,1500,3.03,8.09,487.69,362.57,53.93,3.32,7.34,5.79,12.91,-5.95,7.17,70.33,1019.66,3.35
2003,1366.51,1.65,10.14,94.57,281.79,38.39,5.5,6.47,3.52,17.61,-5.28,5.31,75.04,756.04,1.42
2003,1204.24,5.72,7.21,291.83,414.64,80.33,5.49,7.38,1.72,10.93,-5.56,8.91,66.93,1367.36,3.28
2003,1233.47,3.98,8.8,335.68,565.4,56.49,8.26,3.12,3.23,16.64,-6.74,7.97,67.94,1253.71,2.48
2003,1050.71,2.65,3.36,521.82,522.55,79.02,2.42,9.2,3.46,19.18,-4.21,9.05,72.66,1119.67,3.45
2003,1039.42,10.24,5.52,358.3,361.75,48.11,7.54,5.67,1.28,16.67,-4.01,9.69,59.1,1754.87,2
2003,1371.21,4.95,3.56,349.97,573.19,81.04,6.77,7.06,3.35,19.27,-4.91,5.6,77.44,1002.45,3.45
2003,1303.8,7.19,7.33,357.74,377.47,85.97,9.53,8.9,0.15,17.91,-3.91,7.63,72.51,820.96,2.53
2003,1321.33,5.22,6.11,160.27,404.85,36.42,8.11,7.68,0.13,16.16,-2.12,6.73,75.11,900.06,3.31
2003,1112.32,5.78,4.68,302.28,166.12,28.71,7.54,8.74,0.92,20.59,-5.73,6.3,65.96,1343,1.87
2003,1222.57,3.99,6.82,477.2,263.21,71.66,6.76,10.07,4.28,16.58,-5.49,4.55,61.72,931.94,4.49
2003,1228.57,4.55,5,378.48,676.94,19.45,5.23,8.23,1.45,17.11,-5.92,9.16,56.61,1448.37,4.68
2003,1165.04,6.93,2,580.77,471.51,38.56,11.56,7.68,3.95,21.65,-6.36,5.09,65.23,969.99,5.09
2003,1386.65,6.64,8.37,449.68,429.66,71.29,7.81,5.76,5.16,14.25,-3.51,6.08,76.24,858.67,3.31
2003,1439.58,7.07,3.02,50,473.66,50.53,4.1,9.4,-0.34,13.84,-4.56,9.87,68.34,1078.77,1.68
2003,1287.27,4.93,6.96,391.37,371.2,19.56,3,7.59,7.57,19.79,-7.46,6.03,72.96,1538.69,2.06
2003,1269.68,5.25,6.18,610.14,418.51,62.37,5.37,4.26,5.31,14.67,-5.06,6.05,70.74,1269.37,3.73
2003,1402.67,6.3,9.18,293.79,80,22.55,2.98,7.92,4.47,14,-4.04,6.93,62.52,769.29,0.54
2003,1343.81,8.63,6.7,380.14,577.42,44.66,8.73,9.12,3.25,15.55,-6.63,7.51,75.43,1148.62,3.67
2003,1476.41,6.82,8.55,335.34,393.91,73.64,6.18,5.85,3.64,12.8,-7.59,5.55,67.49,1213.5,2.79
2003,1123.62,6.88,9.4,154.14,376.12,52.46,11.77,6.74,4.22,14.46,-6.49,7.18,69.36,1675.75,2.18
2003,1128.3,9.8,3.52,489.68,434.5,58.55,6.88,7.81,2.68,21.15,-4.74,6.55,74.61,1208.73,4.19
2003,1073.24,4.22,8.95,232.27,637.91,55.92,5.86,7.17,5.31,14.42,-5.87,4.71,67.8,1168.58,1.5
2003,1240.53,8.34,8.19,312.82,410.61,6.67,3.57,4.68,3.55,16.37,-6.7,4.78,81.03,1433.85,1.28
2003,1269.64,5.68,7.62,638.02,548.08,52.34,9.64,9.36,2.6,12.12,-5.28,5.24,56.1,902.26,3.93
2003,1219.77,7.76,6.06,288.09,401.15,75.3,5.11,7.6,0.69,14.88,-5.61,6.25,62.45,1693.11,3.82
2003,1222.6,8.03,6.48,335.88,386.39,63.87,8.72,6.22,1.54,17.64,-4.82,6.42,77.9,1337.66,2.91
2003,1410.49,8.42,10.01,423.33,632.51,46.24,6.65,4.58,0.95,14.87,-5.34,5.81,73.31,1200.98,1.36
2003,1121.23,4.82,7.62,509.93,107.5,50.68,6.76,4.21,2.13,16.47,-6.18,5.49,72.52,1382.59,4.09
2003,1338.86,4.86,7.03,229.43,299.25,37.53,6.51,9.15,5.75,15.68,-4.4,6.9,73.27,1249.47,1.89
2003,1487.79,6.66,5.99,161.06,646.7,78.87,3.15,5.52,2.39,18.09,-6.09,6.71,67.66,1583.17,3.15
2003,1353.87,3,6.19,544.82,444.73,29.68,3.79,6.44,6.88,10.96,-6.23,3.74,65.82,874.12,3.56
2003,1179.26,4.34,6.27,260.51,392.76,32.6,5.28,8.51,6.84,11.73,-3.88,4.7,65.43,1256.09,2.4
